DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
88 CONSULADOS,360-ESTADOS UNIDOS,35.0,81,LUNES LOS ANGELES - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0942,942,0,694.0,,,0.7367,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-942.0,0.0,-942.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0615,615,0,564.0,,,0.9171,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-615.0,0.0,-615.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,15.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0573,573,0,526.0,,,0.918,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-573.0,0.0,-573.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0562,562,0,503.0,,,0.895,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-562.0,0.0,-562.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0548,548,0,497.0,,,0.9069,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-548.0,0.0,-548.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,83,MIERCOLES NEWARK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0635,635,0,486.0,,,0.7654,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-635.0,0.0,-635.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,85,VIERNES NEWARK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0663,663,0,485.0,,,0.7315,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-663.0,0.0,-663.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0558,558,0,470.0,,,0.8423,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-558.0,0.0,-558.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,83,MIERCOLES MIAMI - CONSULADO,7.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0603,603,0,466.0,,,0.7728,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-603.0,0.0,-603.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0525,525,0,465.0,,,0.8857,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-525.0,0.0,-525.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,82,MARTES ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0527,527,0,465.0,,,0.8824,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-527.0,0.0,-527.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,84,JUEVES NEWARK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0593,593,0,439.0,,,0.7403,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-593.0,0.0,-593.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,82,MARTES ORLANDO - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0494,494,0,437.0,,,0.8846,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-494.0,0.0,-494.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,82,MARTES MIAMI - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0552,552,0,435.0,,,0.788,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-552.0,0.0,-552.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,81,LUNES HOUSTON - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.052,520,0,433.0,,,0.8327,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-520.0,0.0,-520.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,10.0,81,LUNES BOSTON - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0544,544,0,432.0,,,0.7941,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-544.0,0.0,-544.0,,,,0,,,,0,,,,
88 CONSULADOS,285-COSTA RICA,5.0,84,JUEVES SAN JOSÉ - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0597,597,0,430.0,,,0.7203,,0.6632,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-597.0,0.0,-597.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,81,LUNES ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0523,523,0,425.0,,,0.8126,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-523.0,0.0,-523.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,81,LUNES NEWARK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.051,510,0,423.0,,,0.8294,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-510.0,0.0,-510.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,86,SABADO MIAMI - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0545,545,0,420.0,,,0.7706,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-545.0,0.0,-545.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,55.0,81,LUNES NUEVA YORK - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0548,548,0,411.0,,,0.75,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-548.0,0.0,-548.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,82,MARTES HOUSTON - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0508,508,0,410.0,,,0.8071,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-508.0,0.0,-508.0,,,,0,,,,0,,,,
88 CONSULADOS,250-CANADA,10.0,03,LONDON,1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.7629,534,0,405.0,,,0.7584,,0.5021,,,,4. Muy Alta,0. Mínima,2. Alta,0. Baja,-534.0,0.0,-534.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,82,MARTES NEWARK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0535,535,0,405.0,,,0.757,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-535.0,0.0,-535.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,07,MIAMI - SARASOTA,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6686,468,0,404.0,,,0.8632,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-468.0,0.0,-468.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,55.0,10,NUEVA YORK - LOS HAMPTON,1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.7014,491,0,402.0,,,0.8187,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-491.0,0.0,-491.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,83,MIERCOLES ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.049,490,0,402.0,,,0.8204,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-490.0,0.0,-490.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,20.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6629,464,0,400.0,,,0.8621,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-464.0,0.0,-464.0,,,,0,,,,0,,,,
88 CONSULADOS,250-CANADA,10.0,03,LONDON,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.7843,549,0,399.0,,,0.7268,,0.5021,,,,4. Muy Alta,0. Mínima,2. Alta,0. Baja,-549.0,0.0,-549.0,,,,0,,,,0,,,,
88 CONSULADOS,285-COSTA RICA,5.0,85,VIERNES SAN JOSÉ - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0596,596,0,399.0,,,0.6695,,0.6632,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-596.0,0.0,-596.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,83,MIERCOLES ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.047,470,0,399.0,,,0.8489,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-470.0,0.0,-470.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,13.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0431,431,0,394.0,,,0.9142,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-431.0,0.0,-431.0,,,,0,,,,0,,,,
88 CONSULADOS,285-COSTA RICA,5.0,82,MARTES SAN JOSÉ - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0545,545,0,393.0,,,0.7211,,0.6632,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-545.0,0.0,-545.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,86,SABADO ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0471,471,0,392.0,,,0.8323,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-471.0,0.0,-471.0,,,,0,,,,0,,,,
88 CONSULADOS,285-COSTA RICA,5.0,83,MIERCOLES SAN JOSÉ - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0553,553,0,387.0,,,0.6998,,0.6632,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-553.0,0.0,-553.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,81,LUNES HOUSTON - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0526,526,0,384.0,,,0.73,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-526.0,0.0,-526.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,14.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5943,416,0,384.0,,,0.9231,,0.721,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-416.0,0.0,-416.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,86,SABADO ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0562,562,0,382.0,,,0.6797,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-562.0,0.0,-562.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,82,MARTES ORLANDO - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0434,434,0,381.0,,,0.8779,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-434.0,0.0,-434.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,11.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6343,444,0,380.0,,,0.8559,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-444.0,0.0,-444.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,8.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6143,430,0,379.0,,,0.8814,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-430.0,0.0,-430.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,83,MIERCOLES MIAMI - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.045,450,0,379.0,,,0.8422,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-450.0,0.0,-450.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,07,MIAMI - SARASOTA,3.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6629,464,0,377.0,,,0.8125,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-464.0,0.0,-464.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,84,JUEVES MIAMI - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.049,490,0,375.0,,,0.7653,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-490.0,0.0,-490.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,84,JUEVES MIAMI - CONSULADO,7.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0453,453,0,375.0,,,0.8278,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-453.0,0.0,-453.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0415,415,0,374.0,,,0.9012,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-415.0,0.0,-415.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,13.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5743,402,0,373.0,,,0.9279,,0.721,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-402.0,0.0,-402.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,11.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0394,394,0,370.0,,,0.9391,,0.721,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-394.0,0.0,-394.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,5.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5971,418,0,367.0,,,0.878,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-418.0,0.0,-418.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,9.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5743,402,0,365.0,,,0.908,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-402.0,0.0,-402.0,,,,0,,,,0,,,,
88 CONSULADOS,250-CANADA,10.0,03,LONDON,3.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.7757,543,0,364.0,,,0.6704,,0.5021,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-543.0,0.0,-543.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,7.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5786,405,0,364.0,,,0.8988,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-405.0,0.0,-405.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,85,VIERNES ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0431,431,0,363.0,,,0.8422,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-431.0,0.0,-431.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,81,LUNES HOUSTON - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0421,421,0,362.0,,,0.8599,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-421.0,0.0,-421.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,82,MARTES ORLANDO - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0436,436,0,362.0,,,0.8303,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-436.0,0.0,-436.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,1.0,05,ATLANTA - GREENVILLE,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6143,430,0,361.0,,,0.8395,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-430.0,0.0,-430.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,15.0,03,"COLUMBUS, OHIO",1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6871,481,0,361.0,,,0.7505,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-481.0,0.0,-481.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,10.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5857,410,0,360.0,,,0.878,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-410.0,0.0,-410.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,19.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5771,404,0,360.0,,,0.8911,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-404.0,0.0,-404.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,82,MARTES MIAMI - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0402,402,0,360.0,,,0.8955,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-402.0,0.0,-402.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,21.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6129,429,0,359.0,,,0.8368,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-429.0,0.0,-429.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6043,423,0,359.0,,,0.8487,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-423.0,0.0,-423.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,07,MIAMI - SARASOTA,1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.64,448,0,358.0,,,0.7991,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-448.0,0.0,-448.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,10.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6014,421,0,358.0,,,0.8504,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-421.0,0.0,-421.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,8.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5786,405,0,357.0,,,0.8815,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-405.0,0.0,-405.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,15.0,81,LUNES CHICAGO - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0494,494,0,356.0,,,0.7206,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-494.0,0.0,-494.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,5.0,81,LUNES WASHINGTON - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0516,516,0,355.0,,,0.688,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-516.0,0.0,-516.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,12.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.57,399,0,355.0,,,0.8897,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-399.0,0.0,-399.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,83,MIERCOLES ORLANDO - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0394,394,0,354.0,,,0.8985,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-394.0,0.0,-394.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,5.0,81,LUNES WASHINGTON - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0499,499,0,352.0,,,0.7054,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-499.0,0.0,-499.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,85,VIERNES MIAMI - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0433,433,0,352.0,,,0.8129,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-433.0,0.0,-433.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,86,SABADO MIAMI - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.041,410,0,352.0,,,0.8585,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-410.0,0.0,-410.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,82,MARTES ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0427,427,0,351.0,,,0.822,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-427.0,0.0,-427.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,35.0,83,MIERCOLES LOS ANGELES - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0477,477,0,350.0,,,0.7338,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-477.0,0.0,-477.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,13.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6071,425,0,350.0,,,0.8235,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-425.0,0.0,-425.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.038,380,0,350.0,,,0.9211,,0.721,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-380.0,0.0,-380.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,84,JUEVES ORLANDO - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0418,418,0,350.0,,,0.8373,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-418.0,0.0,-418.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,6.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6057,424,0,349.0,,,0.8231,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-424.0,0.0,-424.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,9.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6086,426,0,349.0,,,0.8192,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-426.0,0.0,-426.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,9.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5843,409,0,346.0,,,0.846,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-409.0,0.0,-409.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,7.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5814,407,0,346.0,,,0.8501,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-407.0,0.0,-407.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,5.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5614,393,0,346.0,,,0.8804,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-393.0,0.0,-393.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,12.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.59,413,0,344.0,,,0.8329,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-413.0,0.0,-413.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,8.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5571,390,0,342.0,,,0.8769,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-390.0,0.0,-390.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,1.0,05,ATLANTA - GREENVILLE,3.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6086,426,0,341.0,,,0.8005,,0.721,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-426.0,0.0,-426.0,,,,0,,,,0,,,,
