DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
01 ANTIOQUIA,001-MEDELLIN,22.0,03,COLEGIO BETHLEMITAS,7.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9306,335,335,270.0,270.0,0.0,0.806,0.806,0.545,0.5473,0.261,0.2587,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,335.0,335,NO,335.0,335.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,27.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8972,323,323,270.0,270.0,0.0,0.8359,0.8359,0.545,0.5473,0.291,0.2886,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,323.0,323,NO,323.0,323.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,9.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.925,333,333,270.0,270.0,0.0,0.8108,0.8108,0.545,0.5473,0.2659,0.2635,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,333.0,333,NO,333.0,333.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,03,UNIVERSIDAD EAFIT,20.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8833,318,318,270.0,270.0,0.0,0.8491,0.8491,0.545,0.5473,0.3041,0.3018,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,318.0,318,NO,318.0,318.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8944,322,322,270.0,270.0,0.0,0.8385,0.8385,0.6497,0.6497,0.1888,0.1888,3. Alta,3. Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,322.0,322,NO,322.0,322.0,0.0
13 CORDOBA,001-MONTERIA,6.0,10,COLEGIO GIMNASIO EL RECREO,1.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,326,270.0,270.0,0.0,0.8282,0.8282,0.4213,0.4186,0.4069,0.4096,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,326.0,326,NO,326.0,326.0,0.0
88 CONSULADOS,355-ESPAÑA,3.0,84,JUEVES BARCELONA - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0508,508,0,270.0,,,0.5315,,0.4063,,,,2. Media,0. Mínima,2. Alta,0. Baja,-508.0,0.0,-508.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,19.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.4886,342,0,270.0,,,0.7895,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-342.0,0.0,-342.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,17.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9167,330,330,269.0,269.0,0.0,0.8152,0.8152,0.545,0.5473,0.2702,0.2679,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,330.0,330,NO,330.0,330.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,03,COLEGIO SAN LUCAS,15.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9472,341,341,269.0,269.0,0.0,0.7889,0.7889,0.545,0.5473,0.2439,0.2416,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,341.0,341,NO,341.0,341.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,03,UNIVERSIDAD EAFIT,15.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8667,312,312,269.0,269.0,0.0,0.8622,0.8622,0.545,0.5473,0.3172,0.3149,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,312.0,312,NO,312.0,312.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,8.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9111,328,328,269.0,269.0,0.0,0.8201,0.8201,0.6497,0.6497,0.1704,0.1704,3. Alta,3. Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,328.0,328,NO,328.0,328.0,0.0
03 ATLANTICO,001-BARRANQUILLA,32.0,05,CENTRO COMERCIAL LE MERIDIEM GOLF,6.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9028,325,0,269.0,,,0.8277,,0.4527,0.4624,,,4. Muy Alta,4. Muy Alta,3. Muy Alta,0. Baja,-325.0,0.0,-325.0,,,,0,,,,0,,,,
15 CUNDINAMARCA,055-CHIA,2.0,07,CENTRO COMERCIAL FONTANAR,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9417,339,339,269.0,269.0,0.0,0.7935,0.7935,0.5022,0.5059,0.2913,0.2876,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,339.0,339,NO,339.0,339.0,0.0
15 CUNDINAMARCA,055-CHIA,2.0,07,CENTRO COMERCIAL FONTANAR,13.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9361,337,337,269.0,269.0,0.0,0.7982,0.7982,0.5022,0.5059,0.296,0.2923,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,337.0,337,NO,337.0,337.0,0.0
15 CUNDINAMARCA,154-LENGUAZAQUE,99.0,01,IE DEPARTAMENTAL RURAL SIMON BOLIVAR,1.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.875,315,315,269.0,269.0,0.0,0.854,0.854,0.7431,0.7431,0.1109,0.1109,2. Media,2. Media,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,315.0,315,NO,315.0,315.0,0.0
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,86,SABADO HOUSTON - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.034,340,0,269.0,,,0.7912,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-340.0,0.0,-340.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,55.0,84,JUEVES NUEVA YORK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0625,625,0,269.0,,,0.4304,,0.721,,,,4. Muy Alta,0. Mínima,1. Normal,0. Baja,-625.0,0.0,-625.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,86,SABADO NEWARK - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.043,430,0,269.0,,,0.6256,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-430.0,0.0,-430.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,12.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,326,268.0,268.0,0.0,0.8221,0.8221,0.545,0.5473,0.2771,0.2748,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,326.0,326,NO,326.0,326.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,12.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,326,268.0,267.0,-1.0,0.8221,0.819,0.6497,0.6497,0.1723,0.1693,3. Alta,3. Alta,3. Muy Alta,3. Muy Alta,-1.0,1.0,0.0,SI,BUENO,NO,6,NO,NO,328.0,328,NO,326.0,328.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,14.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9389,338,338,268.0,268.0,0.0,0.7929,0.7929,0.6497,0.6497,0.1432,0.1432,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,338.0,338,NO,338.0,338.0,0.0
03 ATLANTICO,001-BARRANQUILLA,32.0,05,CENTRO COMERCIAL LE MERIDIEM GOLF,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,0,268.0,,,0.8221,,0.4527,0.4624,,,4. Muy Alta,4. Muy Alta,3. Muy Alta,0. Baja,-326.0,0.0,-326.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,05,MIAMI - KENDALL,14.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.4314,302,0,268.0,,,0.8874,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-302.0,0.0,-302.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,83,MIERCOLES MIAMI - CONSULADO,13.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0303,303,0,268.0,,,0.8845,,0.721,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-303.0,0.0,-303.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,30.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9389,338,338,267.0,267.0,0.0,0.7899,0.7899,0.545,0.5473,0.245,0.2426,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,338.0,338,NO,338.0,338.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,05,COL. SAN JOSE DE LAS VEGAS,11.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9194,331,331,267.0,267.0,0.0,0.8066,0.8066,0.545,0.5473,0.2617,0.2594,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,331.0,331,NO,331.0,331.0,0.0
88 CONSULADOS,355-ESPAÑA,3.0,06,TARRAGONA,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.6714,470,0,267.0,,,0.5681,,0.4063,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-470.0,0.0,-470.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,6.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8861,319,319,266.0,266.0,0.0,0.8339,0.8339,0.545,0.5473,0.2889,0.2866,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,319.0,319,NO,319.0,319.0,0.0
01 ANTIOQUIA,214-RIONEGRO,99.0,A2,I E GILBERTO ECHEVERRY MEJIA,11.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9139,329,0,266.0,,,0.8085,,0.5831,0.5794,,,4. Muy Alta,4. Muy Alta,3. Muy Alta,0. Baja,-329.0,0.0,-329.0,,,,0,,,,0,,,,
88 CONSULADOS,355-ESPAÑA,4.0,05,OVIEDO - BILBAO,1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.71,497,0,266.0,,,0.5352,,0.4063,,,,2. Media,0. Mínima,2. Alta,0. Baja,-497.0,0.0,-497.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,59.0,83,MIERCOLES ORLANDO - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0313,313,0,266.0,,,0.8498,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-313.0,0.0,-313.0,,,,0,,,,0,,,,
88 CONSULADOS,815-VENEZUELA,65.0,84,JUEVES SAN CRISTÓBAL - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0336,336,0,266.0,,,0.7917,,0.658,,,,2. Media,0. Mínima,2. Alta,0. Baja,-336.0,0.0,-336.0,,,,0,,,,0,,,,
15 CUNDINAMARCA,055-CHIA,2.0,07,CENTRO COMERCIAL FONTANAR,12.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9444,340,340,265.0,265.0,0.0,0.7794,0.7794,0.5022,0.5059,0.2772,0.2735,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,340.0,340,NO,340.0,340.0,0.0
31 VALLE,001-CALI,33.0,02,UNIVERSIDAD DE SAN BUENAVENTURA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,323,265.0,265.0,0.0,0.8129,0.8204,0.3496,0.3508,0.4633,0.4696,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,-3.0,0.0,-3.0,SI,BUENO,NO,6,NO,NO,323.0,323,NO,323.0,323.0,0.0
31 VALLE,001-CALI,33.0,02,UNIVERSIDAD DE SAN BUENAVENTURA,10.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9139,329,329,265.0,265.0,0.0,0.8055,0.8055,0.3496,0.3508,0.4559,0.4547,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,329.0,329,NO,329.0,329.0,0.0
31 VALLE,001-CALI,99.0,54,PANCE LA VIGA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9333,336,0,265.0,,,0.7887,,0.3496,0.3508,,,4. Muy Alta,4. Muy Alta,2. Alta,0. Baja,-336.0,0.0,-336.0,,,,0,,,,0,,,,
88 CONSULADOS,250-CANADA,10.0,86,SABADO TORONTO CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.04,400,0,265.0,,,0.6625,,0.5021,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-400.0,0.0,-400.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,22.0,05,CORP. UNIVERSITARIA ADVENTISTA - UNAC,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9028,325,325,264.0,264.0,0.0,0.8123,0.8123,0.545,0.5473,0.2674,0.265,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,325.0,325,NO,325.0,325.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9,324,324,264.0,264.0,0.0,0.8148,0.8148,0.545,0.5473,0.2699,0.2675,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,324.0,324,NO,324.0,324.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,7.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8917,321,321,264.0,264.0,0.0,0.8224,0.8224,0.545,0.5473,0.2775,0.2751,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,321.0,321,NO,321.0,321.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,8.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8778,316,316,264.0,264.0,0.0,0.8354,0.8354,0.545,0.5473,0.2905,0.2882,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,316.0,316,NO,316.0,316.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,05,COL. SAN JOSE DE LAS VEGAS,3.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8889,320,320,264.0,264.0,0.0,0.825,0.825,0.545,0.5473,0.28,0.2777,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,320.0,320,NO,320.0,320.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,13.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9111,328,328,264.0,264.0,0.0,0.8049,0.8049,0.6497,0.6497,0.1551,0.1552,3. Alta,3. Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,328.0,328,NO,328.0,328.0,0.0
03 ATLANTICO,001-BARRANQUILLA,32.0,05,CENTRO COMERCIAL LE MERIDIEM GOLF,1.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9306,335,0,264.0,,,0.7881,,0.4527,0.4624,,,4. Muy Alta,4. Muy Alta,2. Alta,0. Baja,-335.0,0.0,-335.0,,,,0,,,,0,,,,
25 NORTE DE SAN,001-CUCUTA,7.0,10,IE MARIANO OSPINA R. SD MONS. LUIS PEREZ,4.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9,324,0,264.0,,,0.8148,,0.7157,0.7217,,,1. Baja,4. Muy Alta,3. Muy Alta,0. Baja,-324.0,0.0,-324.0,,,,0,,,,0,,,,
88 CONSULADOS,250-CANADA,10.0,84,JUEVES TORONTO CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0409,409,0,264.0,,,0.6455,,0.5021,,,,2. Media,0. Mínima,2. Alta,0. Baja,-409.0,0.0,-409.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,04,NEWARK - ATLANTIC CITY,1.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5129,359,0,264.0,,,0.7354,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-359.0,0.0,-359.0,,,,0,,,,0,,,,
88 CONSULADOS,815-VENEZUELA,55.0,04,SAN ANTONIO DEL TÁCHIRA - RUBIO,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5357,375,0,264.0,,,0.704,,0.658,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-375.0,0.0,-375.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,03,COLEGIO SAN LUCAS,8.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9306,335,335,263.0,263.0,0.0,0.7851,0.7851,0.545,0.5473,0.2401,0.2378,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,335.0,335,NO,335.0,335.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,03,UNIVERSIDAD EAFIT,14.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8639,311,311,263.0,263.0,0.0,0.8457,0.8457,0.545,0.5473,0.3007,0.2984,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,311.0,311,NO,311.0,311.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,05,COL. SAN JOSE DE LAS VEGAS,4.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9111,328,328,263.0,263.0,0.0,0.8018,0.8018,0.545,0.5473,0.2569,0.2545,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,328.0,328,NO,328.0,328.0,0.0
01 ANTIOQUIA,121-ENVIGADO,5.0,03,COL CUMBRES,4.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8944,322,322,263.0,263.0,0.0,0.8168,0.8168,0.6497,0.6497,0.167,0.1671,3. Alta,3. Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,322.0,322,NO,322.0,322.0,0.0
03 ATLANTICO,001-BARRANQUILLA,38.0,04,CENTRO COMERCIAL VIVA BARRANQUILLA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.875,315,315,263.0,263.0,0.0,0.8349,0.8349,0.4527,0.4624,0.3822,0.3725,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,315.0,315,NO,315.0,315.0,0.0
13 CORDOBA,001-MONTERIA,6.0,02,COLEGIO BRITANICO DE MONTERIA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8444,304,0,263.0,,,0.8651,,0.4213,0.4186,,,4. Muy Alta,4. Muy Alta,3. Muy Alta,0. Baja,-304.0,0.0,-304.0,,,,0,,,,0,,,,
15 CUNDINAMARCA,055-CHIA,2.0,07,CENTRO COMERCIAL FONTANAR,15.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9417,339,339,263.0,263.0,0.0,0.7758,0.7758,0.5022,0.5059,0.2736,0.2699,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,339.0,339,NO,339.0,339.0,0.0
88 CONSULADOS,360-ESTADOS UNIDOS,30.0,04,HOUSTON - AUSTIN,2.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5743,402,0,263.0,,,0.6542,,0.721,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-402.0,0.0,-402.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,83,MIERCOLES MIAMI - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0316,316,0,263.0,,,0.8323,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-316.0,0.0,-316.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,09,NEWARK - PATERSON,4.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.5071,355,0,263.0,,,0.7408,,0.721,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-355.0,0.0,-355.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,57.0,12,NEWARK - UNION CITY,4.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.4571,320,0,263.0,,,0.8219,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-320.0,0.0,-320.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,24.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8944,322,322,262.0,262.0,0.0,0.8137,0.8137,0.545,0.5473,0.2687,0.2664,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,322.0,322,NO,322.0,322.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,18.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9028,325,325,262.0,262.0,0.0,0.8062,0.8062,0.545,0.5473,0.2612,0.2589,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,325.0,325,NO,325.0,325.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,02,COL.MARYMOUNT,29.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9083,327,267,262.0,202.0,-60.0,0.8012,0.7566,0.545,0.5473,0.2563,0.2093,4. Muy Alta,4. Muy Alta,3. Muy Alta,2. Alta,-60.0,0.0,-60.0,SI,BUENO,NO,6,NO,NO,327.0,327,NO,267.0,327.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,03,COLEGIO SAN LUCAS,2.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8889,320,320,262.0,262.0,0.0,0.8188,0.8188,0.545,0.5473,0.2738,0.2715,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,320.0,320,NO,320.0,320.0,0.0
01 ANTIOQUIA,001-MEDELLIN,28.0,04,COL DE LA COMPAÑIA DE MARIA LA ENSEÑANZA,9.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.875,315,315,262.0,262.0,0.0,0.8317,0.8317,0.545,0.5473,0.2868,0.2845,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,315.0,315,NO,315.0,315.0,0.0
01 ANTIOQUIA,001-MEDELLIN,31.0,08,COL LA INMACULADA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9306,335,335,262.0,262.0,0.0,0.7821,0.7821,0.545,0.5473,0.2371,0.2348,4. Muy Alta,4. Muy Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,335.0,335,NO,335.0,335.0,0.0
13 CORDOBA,001-MONTERIA,6.0,02,COLEGIO BRITANICO DE MONTERIA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8694,313,0,262.0,,,0.8371,,0.4213,0.4186,,,4. Muy Alta,4. Muy Alta,3. Muy Alta,0. Baja,-313.0,0.0,-313.0,,,,0,,,,0,,,,
88 CONSULADOS,355-ESPAÑA,65.0,83,MIERCOLES VALENCIA - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9999,0.0474,474,0,262.0,,,0.5527,,0.4063,,,,2. Media,0. Mínima,2. Alta,0. Baja,-474.0,0.0,-474.0,,,,0,,,,0,,,,
88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,4.0,4.0,ABELARDO DE LA ESPRIELLA,700,0.4371,306,0,262.0,,,0.8562,,0.721,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-306.0,0.0,-306.0,,,,0,,,,0,,,,
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,1.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.8806,317,317,261.0,261.0,0.0,0.8233,0.8233,0.545,0.5473,0.2784,0.2761,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,317.0,317,NO,317.0,317.0,0.0
01 ANTIOQUIA,001-MEDELLIN,27.0,01,PARQUE COMERCIAL EL TESORO,17.0,4.0,ABELARDO DE LA ESPRIELLA,360,0.9056,326,326,261.0,261.0,0.0,0.8006,0.8006,0.545,0.5473,0.2557,0.2533,4. Muy Alta,4. Muy Alta,3. Muy Alta,3. Muy Alta,0.0,0.0,0.0,SI,BUENO,NO,6,NO,NO,326.0,326,NO,326.0,326.0,0.0
